id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
5196965,6519305.0,25000.0,25000.0,25000.0, 60 months, 22.95%,704.05,F,F1,Mortgage Investors Group,10+ years,MORTGAGE,97480.8,Verified,May-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=5196965,  Borrower added on 05/16/13 > I need to consolidate my debt and start saving more.<br>,debt_consolidation,Debt Consolidation,379xx,TN,12.05,0.0,Feb-2000,665.0,669.0,0.0,42.0,,15.0,0.0,23988.0,84.2%,27.0,f,0.0,0.0,40007.79,40007.79,25000.0,15007.79,0.0,0.0,0.0,Oct-2016,11845.79,,Oct-2016,684.0,680.0,0.0,44.0,1.0,INDIVIDUAL,,,,0.0,0.0,30520.0,,,,,,,,,,,,28500.0,,,,6.0,2180.0,1601.0,93.0,0.0,0.0,138.0,161.0,6.0,6.0,0.0,6.0,42.0,,42.0,1.0,7.0,10.0,7.0,14.0,4.0,14.0,23.0,10.0,15.0,0.0,0.0,0.0,3.0,74.0,100.0,0.0,0.0,40717.0,30520.0,22800.0,12217.0
3919807,5013506.0,2000.0,2000.0,2000.0, 36 months, 21.00%,75.36,E,E2,,n/a,RENT,8500.0,Verified,Apr-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=3919807,,credit_card,loan #2,286xx,NC,32.47,0.0,Oct-2006,675.0,679.0,0.0,,,5.0,0.0,7315.0,81.3%,8.0,f,0.0,0.0,2712.4710139,2712.47,2000.0,712.47,0.0,0.0,0.0,Apr-2016,74.87,,Mar-2016,674.0,670.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,7315.0,,,,,,,,,,,,9000.0,,,,2.0,1463.0,929.0,85.7,0.0,0.0,,78.0,16.0,16.0,0.0,16.0,,23.0,,0.0,4.0,5.0,4.0,6.0,0.0,5.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0,100.0,75.0,0.0,0.0,9000.0,7315.0,6500.0,0.0
9434687,11266834.0,7000.0,7000.0,7000.0, 36 months, 11.99%,232.47,B,B3,Parent Service Cord.,10+ years,MORTGAGE,55000.0,Not Verified,Dec-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=9434687,,debt_consolidation,Credit card consolidation,212xx,MD,4.32,1.0,Dec-2000,685.0,689.0,0.0,23.0,,9.0,0.0,4437.0,39.3%,38.0,f,0.0,0.0,8062.5500017,8062.55,7000.0,1062.55,0.0,0.0,0.0,Jul-2015,3878.15,,Sep-2015,724.0,720.0,0.0,23.0,1.0,INDIVIDUAL,,,,0.0,0.0,4437.0,,,,,,,,,,,,11300.0,,,,6.0,634.0,1384.0,65.4,0.0,0.0,140.0,156.0,6.0,6.0,7.0,12.0,33.0,12.0,33.0,2.0,2.0,5.0,2.0,7.0,14.0,9.0,17.0,5.0,9.0,0.0,0.0,1.0,3.0,89.2,50.0,0.0,0.0,11300.0,4437.0,4000.0,0.0
1346979,1591533.0,9000.0,9000.0,9000.0, 36 months, 14.65%,310.45,C,C2,Pathmark,5 years,RENT,50000.0,Not Verified,Jun-2012,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1346979,,debt_consolidation,Debt loan,105xx,NY,2.5,0.0,Sep-2007,695.0,699.0,2.0,,,5.0,0.0,8409.0,46.5%,6.0,f,0.0,0.0,11129.360006,11129.36,9000.0,2129.36,0.0,0.0,0.0,Jan-2015,1822.84,,Jan-2015,654.0,650.0,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,2.0,,8691.0,49.2,0.0,0.0,,,,,0.0,5.0,,1.0,,,,,4.0,,,,,,5.0,,,,,,25.0,0.0,0.0,,8409.0,17100.0,
4785491,6057679.0,17000.0,17000.0,16950.0, 60 months, 15.31%,407.21,C,C2,Fresenius Medical Care,10+ years,MORTGAGE,52000.0,Source Verified,May-2013,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=4785491,  Borrower added on 05/09/13 > I NEED TO PAY MY CREDIT CARDS. GET SOME IMPROVEMENT DONE IN MY HOUSE<br>,credit_card,paycards,850xx,AZ,7.15,0.0,Feb-2002,700.0,704.0,0.0,,,6.0,0.0,12018.0,82.9%,18.0,f,6192.26,6174.03,17501.39,17449.96,10807.74,6693.65,0.0,0.0,0.0,Dec-2016,407.21,Jan-2017,Dec-2016,764.0,760.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,185615.0,,,,,,,,,,,,14500.0,,,,1.0,46404.0,2482.0,82.9,0.0,0.0,,128.0,14.0,14.0,6.0,50.0,,,,0.0,3.0,3.0,4.0,7.0,0.0,5.0,12.0,3.0,6.0,0.0,0.0,0.0,0.0,100.0,66.7,0.0,0.0,194983.0,12018.0,14500.0,0.0
1172039,1413198.0,12000.0,12000.0,12000.0, 36 months, 17.99%,433.77,D,D2,Miami-dade county,10+ years,RENT,75000.0,Verified,Mar-2012,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1172039,,debt_consolidation,"auto, IRS, & credit card consolidation",331xx,FL,16.1,1.0,Apr-1999,665.0,669.0,0.0,10.0,,10.0,0.0,13670.0,85.4%,23.0,f,0.0,0.0,15615.6599826,15615.66,12000.0,3615.66,0.0,0.0,0.0,Mar-2015,448.37,,Mar-2015,664.0,660.0,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
5626171,7008432.0,6000.0,6000.0,5975.0, 36 months, 17.77%,216.23,D,D1,Fifth Third Bank,9 years,MORTGAGE,41000.0,Not Verified,Jun-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=5626171,,debt_consolidation,consolidation,606xx,IL,12.97,0.0,Jan-2001,665.0,669.0,3.0,27.0,,13.0,0.0,8713.0,69.2%,18.0,w,0.0,0.0,7783.9373368,7751.5,6000.0,1783.94,0.0,0.0,0.0,Jun-2016,215.88,,Jun-2016,629.0,625.0,0.0,27.0,1.0,INDIVIDUAL,,,,0.0,0.0,173502.0,,,,,,,,,,,,12600.0,,,,7.0,13346.0,1368.0,77.2,0.0,0.0,151.0,129.0,9.0,3.0,1.0,9.0,,0.0,,2.0,5.0,9.0,5.0,7.0,5.0,9.0,12.0,9.0,13.0,0.0,0.0,0.0,3.0,88.0,80.0,0.0,0.0,183545.0,18716.0,6000.0,9125.0
1559869,1826931.0,9000.0,9000.0,8975.0, 36 months, 11.14%,295.25,B,B2,Restore Therapy Services,6 years,MORTGAGE,105000.0,Source Verified,Oct-2012,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1559869,  Borrower added on 09/23/12 > Funds will be utilized to consolidate some credit cards/loans into a single payment. I am a professional and have been employed with the same company for over 6 years. I stay within a liveable budget handle my obligations timely. My payment history would be rated excellent.<br>,debt_consolidation,Small Debt Consolidation ,365xx,AL,24.94,0.0,Sep-2000,765.0,769.0,5.0,,,23.0,0.0,17424.0,18.3%,62.0,f,0.0,0.0,9323.01467879,9297.11,9000.0,323.01,0.0,0.0,0.0,Feb-2013,8437.48,,Nov-2016,804.0,800.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,313501.0,,,,,,,,,,,,95100.0,,,,12.0,13630.0,67976.0,20.4,0.0,0.0,78.0,146.0,4.0,4.0,6.0,4.0,,4.0,,0.0,6.0,6.0,12.0,22.0,26.0,16.0,29.0,6.0,23.0,0.0,0.0,0.0,8.0,100.0,0.0,0.0,0.0,412644.0,143688.0,85400.0,137000.0
1394667,1641663.0,21200.0,21200.0,18700.0, 60 months, 23.28%,601.06,F,F2,Dept of Veterans Affairs,3 years,MORTGAGE,53000.0,Verified,Jul-2012,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1394667,  Borrower added on 06/28/12 > My loan is for debt consolidation and a couple of home improvements (new roof and new deck)<br><br>  Borrower added on 06/30/12 > My loan is for debt pay off and a couple of home improvement projects (new roof and new deck).  I view myself as very honest and trustworthy.  I do pay off my debts and I just need a chance to prove this.<br><br>  Borrower added on 07/10/12 > My loan is to pay off some high interest credit card balances and do a couple of home improvements (new roof and deck to house).  I view myself as a very honest and trustworthy person.  Thank you in advance to all the investors for believing in me and giving me a chance to prove this.  Thank you!<br>,other,My Loan,844xx,UT,26.49,0.0,Oct-1990,660.0,664.0,1.0,,,19.0,0.0,21213.0,72.6%,31.0,f,0.0,0.0,12771.83,11261.94,3768.05,6448.44,0.0,2555.34,25.5381000054,Jan-2014,31.89,,Oct-2016,579.0,575.0,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,,6.0,,1670.0,82.4,0.0,0.0,,,,,1.0,20.0,,1.0,,,,,5.0,,,,,,19.0,,,,,,80.0,0.0,0.0,,49030.0,9500.0,
1676542,1958814.0,16950.0,16950.0,16950.0, 60 months, 18.75%,437.37,D,D3,Harrisonburg Baptist Church,4 years,MORTGAGE,46000.0,Verified,Nov-2012,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1676542,,debt_consolidation,Consolidation Loan,228xx,VA,24.3,0.0,Oct-1999,705.0,709.0,0.0,,,9.0,0.0,34488.0,91.1%,17.0,w,0.0,0.0,13476.71,13476.71,5313.7,6072.92,0.0,2090.09,376.2162,Feb-2015,452.37,,Oct-2016,624.0,620.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,195476.0,,,,,,,,,,,,37873.0,,,,1.0,21720.0,2885.0,92.3,0.0,0.0,157.0,159.0,24.0,24.0,2.0,24.0,,,,0.0,5.0,5.0,5.0,7.0,6.0,6.0,9.0,5.0,9.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,212616.0,34579.0,37373.0,3500.0
8567015,10319036.0,15000.0,15000.0,15000.0, 36 months, 10.99%,491.01,B,B2,Residential Director,4 years,MORTGAGE,70000.0,Source Verified,Dec-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=8567015,  Borrower added on 12/05/13 > Would like to pay off my high interest credit cards faster and when I heard about leaning club it seemed like a good choice. After I saw the lower rate and the fact I would save $350.00 a month it seemed like the smart decision.<br>,credit_card,Pay off credit cards faster And cheaper,152xx,PA,20.13,0.0,Mar-2006,680.0,684.0,1.0,,103.0,11.0,1.0,19483.0,58.7%,18.0,w,0.0,0.0,17552.67,17552.67,15000.0,2552.67,0.0,0.0,0.0,Apr-2016,4295.4,,Dec-2016,749.0,745.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,122012.0,,,,,,,,,,,,33200.0,,,,8.0,11092.0,5942.0,73.8,0.0,0.0,88.0,93.0,4.0,4.0,2.0,4.0,,6.0,,0.0,6.0,9.0,6.0,8.0,5.0,9.0,11.0,9.0,11.0,0.0,0.0,0.0,4.0,100.0,50.0,1.0,0.0,148702.0,39018.0,22700.0,26402.0
4526218,5788441.0,14000.0,14000.0,14000.0, 36 months,  7.90%,438.07,A,A4,Eurest Services,8 years,MORTGAGE,48500.0,Verified,May-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=4526218,,debt_consolidation,Freedom,351xx,AL,14.08,0.0,May-1999,730.0,734.0,1.0,,109.0,14.0,1.0,7960.0,29.5%,18.0,f,0.0,0.0,15770.2591746,15770.26,14000.0,1770.26,0.0,0.0,0.0,May-2016,437.8,,Dec-2016,689.0,685.0,0.0,,1.0,INDIVIDUAL,,,,0.0,324.0,230206.0,,,,,,,,,,,,27000.0,,,,5.0,16443.0,13269.0,31.2,0.0,0.0,64.0,170.0,5.0,5.0,2.0,5.0,,2.0,,0.0,5.0,7.0,7.0,10.0,1.0,12.0,15.0,7.0,14.0,0.0,0.0,0.0,2.0,100.0,14.3,1.0,0.0,266573.0,10777.0,19300.0,18073.0
1545631,1811296.0,10400.0,10400.0,10400.0, 36 months, 10.16%,336.37,B,B1,City of Fairlawn Fire Department,10+ years,MORTGAGE,65000.0,Verified,Sep-2012,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1545631,  Borrower added on 09/19/12 > Consolidation Loan.<br>,debt_consolidation,Debt consolidation,443xx,OH,29.34,0.0,Sep-1998,705.0,709.0,0.0,,,14.0,0.0,15322.0,62.8%,28.0,f,0.0,0.0,12108.9232742,12108.92,10400.0,1708.92,0.0,0.0,0.0,Oct-2015,350.35,,Apr-2016,609.0,605.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,187418.0,,,,,,,,,,,,24400.0,,,,4.0,13387.0,1021.0,93.4,0.0,0.0,123.0,171.0,9.0,9.0,4.0,9.0,,9.0,,0.0,4.0,6.0,5.0,12.0,5.0,10.0,19.0,6.0,14.0,0.0,0.0,0.0,2.0,100.0,80.0,0.0,0.0,230002.0,39895.0,15400.0,46492.0
7066435,4722826.0,4000.0,4000.0,4000.0, 36 months, 13.68%,136.09,C,C1,,n/a,MORTGAGE,26500.0,Verified,Sep-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=7066435,,home_improvement,Home improvement,321xx,FL,12.72,0.0,Jan-1976,710.0,714.0,1.0,,,3.0,0.0,9161.0,85.6%,13.0,f,0.0,0.0,4898.21,4898.21,4000.0,898.21,0.0,0.0,0.0,Aug-2016,271.15,,Dec-2016,699.0,695.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,196100.0,,,,,,,,,,,,10700.0,,,,1.0,65367.0,137.0,98.0,0.0,0.0,,458.0,48.0,9.0,5.0,113.0,,6.0,,0.0,1.0,2.0,1.0,4.0,0.0,2.0,8.0,2.0,3.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,199650.0,9161.0,7000.0,0.0
